Cluster,Id_client,InWeek_amount,InWeek_SKU,Checkinmonth_average,Checkamount_mean,Count_transac,Total_amount,Total_SKU_qnt,Count_departments,Count_shop,Count_city,Tenure,SKU_meanbytransac,Amount_last6mnth,Check_qntlast6mnth,SKU_price_mean,Age,Interval_visit,Days_pastvisit,Cat_householdchem_qnt,Cat_householdchem_amount,Cat_householdchem_share,Cat_careproducts_qnt,Cat_careproducts_amount,Cat_careproducts_share,Cat_toiletries_qnt,Cat_toiletries_amount,Cat_toiletries_share,Cat_healthwellnes_qnt,Cat_healthwellnes_amount,Cat_healthwellnes_share,Cat_babyprod_qnt,Cat_babyprod_amount,Cat_babyprod_share,Communication_3month,Response_communcation,SKU_LastMonthqnt,Checks_LastMonthqnt,Amount_LastMonth,Discount,Discount_LastMonth
0,257635.07883191665,378.6884027968193,18.767754318618042,2.018919659994516,256.4519536605429,29.35536057033178,6933.223334247326,419.4319989032081,24.9725802029065,2.993556347683027,1.082396490265972,8.32561009048533,7.027008500137099,1110.150811612284,3.127776254455717,16.627839165655057,41.87917985413513,20.31738415135728,10.443241020016451,78.56567041403893,1483.6309295311214,0.21548121743899096,113.24705237181244,2178.7655607348506,0.3076021387441733,162.45804771044695,1936.2728269810802,0.2862969564025226,43.60817109953386,712.4753221826159,0.1022881820674527,21.553057307375926,622.0919934192488,0.08830408554976693,0.9998629010145325,0.7778996435426377,27.69413216342199,3.2972306004935565,729.4116355908966,0.9930079517411571,0.8238278036742528
1,217234.12191642894,230.62809615707332,32.660093975499244,2.4361470045309614,107.66609330424568,79.10135928847122,7449.784108071824,632.7873804329586,25.80894445376741,3.927588521564021,1.0703977177378754,9.959556972646418,3.029199530122504,965.9811092465178,8.150612518879006,11.876830590201378,44.313416484072135,14.883117972814231,3.9462997147172345,127.44730659506628,1757.684091290485,0.2372059070313811,170.62778989763382,2495.300469877496,0.3313550931364323,270.86491021983556,2457.0333948649104,0.3315178721261957,42.73091122671589,435.5375062930022,0.05896878670917939,21.116462493706997,304.23468702802484,0.0408952844436986,1.0,0.5385970800469877,35.38639033394865,8.43262292330928,760.0419449572076,0.9998321866084914,0.9411814062762208
2,158767.74843297974,379.52412729026037,40.88596914175506,3.231436837029894,148.7765368852459,134.00048216007715,15019.62692864031,1256.2536162005786,29.64115236258438,4.519889103182257,1.0904050144648023,11.107160077145613,3.5127772420443586,1409.5626265670203,12.122468659594986,12.197000093400312,42.17669950139852,13.942743490838959,2.695877531340405,255.5619575699132,3507.379459980714,0.23397661523625843,339.34245419479265,5089.839199614272,0.3377688042430087,501.3114754098361,4402.5574975892,0.29254942140790746,106.85860655737704,1154.9814368370298,0.07780737704918032,53.17912246865959,864.898987463838,0.05781219864995179,1.0,0.35728061716489873,58.58811475409836,12.823529411764707,1370.8674216489876,1.0,0.9768563162970106
